CODIGO,DESCRIPCION,PVP,PVD
FK-LOHABR,Lampara Aplique Orion H.A.B.R.,118908,93697
FL2203,Bala piso cuadrada E27 par38 largo.,227395,179160
FL2708,Bala sumergible GX5.3.,144370,113782
FL2708-T50-LL,Bala sumergible EOS incluye transformador magnetico y bombilla led.,198235,156218
FL6W-C-3K-OS,Bala de LED GU10. Cuadrada. 6W. Incluye socket y bombilla. Marca Osram,12185,9580
FL6W-R-3K,Bala de LED GU10. 6W. Incluye socket y bombilla. Marca Osram.,13529,0
FL7,luminaria lineal de incrustar.4x28 longitud 4.3 mts.negro..Advace.G.E,457731,360588
FL7.1,Luminaria lineal de incrustar 6x28.longitud 6.5 mts.negro.Advance.G.E,672437,529748
FL7.10,luminaria fluroescente lineal de incrustar  10x28. longitud 10.Advance,1155966,910756
FL7.12,luminaria fluroescente lineal de incrustar 2x28 longittud 2.2 m.Advanc,225126,177395
FL7.16,Luminaria fluorescente lienal de incrustar 4x28. longitud 4.4 mts..neg,462353,364286
FL7.3,luminaria fluorescente lineal de incrustar 1x28 +1x24.longit.Advance.G,243613,192017
FL7.4,luminaria fluorescente lineal de incrustar 3x28. longitud 3.5 m.Advanc,377143,297143
FL7.6,luminaria fluorescente lineal de incrustar 3x28.+ 1x24 longitud.Advanc,482017,379832
FL7.7,luminaria fluroescente lineal de incrustar 1x28  longitud 1.2 m.Advanc,147227,116050
FL7.8,luminaria fluorescente lineal de incrustar. 2x28+ 1x24 longitud.Advanc,328319,258655
FL7.9,uminaria fluorescente lineal de incrustar 8x28. longitud 9.1 m,955714,752941
FL8519,Estaca de exterior de LED. 9x1W. 3.000ï½°K. 120/240V.,159580,125714
FL937-60W-4K,Modulo LED 60W. 4.000ï½°K 9000LM. DC42-48V. 100-240V.,122185,96303
FL937-HAZRH1,Luminaria de Sobreponer LED. 60W. 8.400 Lumenes. 5.000ï½°K. Clase I Divi,1182941,932017
FLA2200USCBK,Reflector de LED 200W. 5.000ï½°K. 120-277V. IP65. Color Negro.,730840,575798
FLCD-28W/41,Aplique de Pared Portofino 28W. 4.100ï½°K.,95798,75462
FLETE-AEREO-INT,Flete Aereo Internacional.,0,0
FLETE-INTERNACIONAL,Flete Internacional,0,0
FLEX310M,Tubo de pegante especial para acrilico y aluminio.,420,336
FLH1616,Perfil de silicona 16X16mm. Color Blanco.,17815,14034
FLO-0.3-1C-L15-D-4K,***INACTIVO***,266134,209664
FLO-0.4-1C-L17-D-3K,***INACTIVO***,288151,232605
FLO-0.4-2C-L17-D-4K,***INACTIVO***,319160,251513
FLO-0.4-2C-L34-D-4K,***INACTIVO***,288992,227815
FLO-0.4-3C-L17-D-4K,***INACTIVO***,323109,254622
FLO-1.2-1C-L25-D-4K,***INACTIVO***,286134,225546
FLO-1.2-4C-L40-D-4K,***INACTIVO***,446218,351597
FLO-1.3-1C-L1X25-4K,***INACTIVO***,218487,172101
FLO-1.5-2C-L50-D-4K,***INACTIVO***,438151,345294
FLO150WIP65,Reflector LED 150W. IP65. 6.500ï½°K.,236975,186723
FLO-1C-011007B,***INACTIVO***,350756,276218
FLO-1C-0110E117B,***INACTIVO***,527227,425126
FLO-1C-100-011517BK,*** INACTIVO ***,333361,269076
FLO-1C-100-011553BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V.,362350,292358
FLO-1C-100-013129BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V.,292185,235882
FLO-1C-100-013130BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V.,291345,235210
FLO-1C-100-013163BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V. 100 cms.,293193,236639
FLO-1C-100-013230BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 50W. 4.000ï½°K. 120/277V. 100 cms.,294706,237983
FLO-1C-100-013255BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 50W. 5.000ï½°K. 120/277V. 100 cms.,307647,248235
FLO-1C-100-013264BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 50W. 4.000ï½°K. 120/277V. 100 cms.,299160,241429
FLO-1C-160-013129BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V. 160 cms.,339387,273699
FLO-1C-40-011507BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V.,283782,228992
FLO-1C-40-011508BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V.,290924,234790
FLO-1C-40-012208BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 12W. 4.000ï½°K. 120/277V.,274454,221429
FLO-1C-40-013008BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 12W. 4.000ï½°K. 120/277V.,279160,225462
FLO-1C-40-013156BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V.,258908,208992
FLO-1C-40-013169BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V. 40 cms. C,240588,194286
FLO-1C-40-013170BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V.,240924,194286
FLO-1C-40-013180BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V. 40 cms. C,324538,262185
FLO-1C-40-013256BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 50W. 3.000ï½°K. 120/277V.,262605,211933
FLO-1C-80-011510BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V.,326975,263697
FLO-1C-80-011517BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K.,326807,263950
FLO-1C-80-011530BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V.,322269,259916
FLO-1C-80-011540BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V.,339076,273697
FLO-1C-80-013129BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V.,275546,222437
FLO-1C-80-013130BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V.,281597,227563
FLO-1C-80-013130BK-G,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V. 80 cms. G,305714,246639
FLO-1C-80-013131BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 5.000ï½°K. 120/277V. 80 cms. C,282101,227563
FLO-1C-80-013156BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V.,282437,228067
FLO-1C-80-013161BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 4.000ï½°K. 120/277V. 80 cms. C,283445,228740
FLO-1C-80-013163BK,Luminaria de Exterior tipo Bolardo 1 cara. LED 35W. 3.000ï½°K. 120/277V. 80 cms. C,276723,223193
FLO-2C-100-013010BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 3.000ï½°K. 120/277V,387227,312437
FLO-2C-100-013129BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 3.000ï½°K. 120/277V,331008,267059
FLO-2C-100-013130BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 4.000ï½°K. 120/277V. 100 cms.,330336,266807
FLO-2C-100-013164BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 4.000ï½°K. 120/277V. 100 cms.,334454,269916
FLO-2C-100-013210BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 3.000ï½°K. 120/277V,338571,273277
FLO-2C-120-013010BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 3.000ï½°K. 120/277V,396723,320336
FLO-2C-120-013130BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 4.000ï½°K. 120/277V. 120 cms.,340000,274622
FLO-2C-120-013230BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 4.000ï½°K. 120/277V,343361,277059
FLO-2C-150-013129BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 3.000ï½°K. 120/277V. 150 cms.,358487,289160
FLO-2C-40-012208BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 24W. 4.000ï½°K. 120/277V,335714,271092
FLO-2C-40-013156BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 3.000ï½°K. 120/277V. 40 cms. Color negro.,300336,242437
FLO-2C-40-013556BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 23W. 3.000ï½°K. 120/277V,303193,244790
FLO-2C-40-013570BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 23W. 4.000ï½°K. 120/277V,285126,230252
FLO-2C-80-011510BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 3.000ï½°K. 120/277V,378740,305714
FLO-2C-80-011517BK,*** INACTIVO ***,375882,303193
FLO-2C-80-011630BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 4.000ï½°K. 120/277V,384958,310252
FLO-2C-80-011643BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 4.000ï½°K,382353,308571
FLO-2C-80-011654BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 4.000ï½°K. 120/277V,416134,335630
FLO-2C-80-011655BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 5.000ï½°K. 120/277V,415294,334874
FLO-2C-80-012029BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 3.000ï½°K. 120/277V,342353,276050
FLO-2C-80-012243BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 4.000ï½°K. 120/277V,368487,297311
FLO-2C-80-013029BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 3.000ï½°K. 120/277V,373529,301176
FLO-2C-80-013129BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 3.000ï½°K. 120/277V,321429,259244
FLO-2C-80-013130BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 4.000ï½°K. 120/277V,320924,258908
FLO-2C-80-013163BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 3.000ï½°K. 120/277V. 80 cms.,322353,260252
FLO-2C-80-013164BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 35W. 4.000ï½°K. 120/277V. 80 cms.,324874,262101
FLO-2C-80-013229BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 3.000ï½°K. 120/277V,324790,262353
FLO-2C-80-013230BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 4.000ï½°K. 120/277V. 80 cms.,324286,261597
FLO-2C-80-013230BK-G,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 4.000ï½°K. 120/277V. 80 cms.,347983,280672
FLO-2C-80-013240BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 4.000ï½°K. 120/277V,341176,275378
FLO-2C-80-013252BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 5.000ï½°K. 120/277V,406050,327311
FLO-2C-80-013254BK,Luminaria de Exterior tipo Bolardo 2 caras. LED 50W. 4.000ï½°K. 120/277V,400000,322521
FLO-2C-80-02316470BK,Luminaria de Exterior tipo Bolardo 2caras. 1 de 28 cms y 1 de 56 cms .LED 70W. 4,366891,296134
FLO-3C-40-012208BK,Luminaria de Exterior tipo Bolardo 3 caras. LED 32W. 4.000ï½°K. 120/277V,368403,297311
FLO-3C-80-011617BK,*** INACTIVO ***,428403,345546
FLO-3C-80-011629BK,Luminaria de Exterior tipo Bolardo 3 caras. LED 50W. 3.000ï½°K. 120/277V,413866,333782
FLO-3C-80-013130BK,Luminaria de Exterior tipo Bolardo 3 caras. LED 35W. 4.000ï½°K. 120/277V,359664,290168
FLO-4C-100-013230BK,Luminaria de Exterior tipo Bolardo 4 caras. LED 50W. 4.000ï½°K. 120/277V,424286,342101
FLO-4C-100-013252BK,Luminaria de Exterior tipo Bolardo 4 caras. LED 50W. 5.000ï½°K. 120/277V,510420,411513
FLO-4C-300-011617BK,*** INACTIVO ***,713109,575210
FLO-4C-300-011655BK,Luminaria de Exterior tipo Bolardo 4 caras. LED 50W. 5.000ï½°K. 120/277V,740840,597815
FLO-4C-40-012208BK,Luminaria de Exterior tipo Bolardo 4 caras. LED 40W. 4.000ï½°K. 120/277V,412605,332689
FLO-4C-80-011617BK,*** INACTIVO ***,481429,388235
FLO-4C-80-012210BK,Luminaria de Exterior tipo Bolardo 4 caras. LED 50W. 3.000ï½°K. 120/277V,473445,381681
FLO-4C-80-012217BK,*** INACTIVO ***,467479,377227
FLO-4C-80-013017BK,*** INACTIVO ***,464454,374706
FLO-4C-80-013240BK,Luminaria de Exterior tipo Bolardo 4 caras. LED 50W. 4.000ï½°K. 120/277V,446387,359832
FLO-4C-80-019929BK,Luminaria de Exterior tipo Bolardo 4 caras. LED 50W. 3.000ï½°K. 120/277V,494370,398908
FLO-4C-80-019961BK,Luminaria de Exterior tipo Bolardo 4 caras. LED 50W. 4.000ï½°K. 120/277V,497143,400756
FLO-4C-L100-D-4K,***INACTIVO***,611513,482101
FLO-4C-L35-4K,***INACTIVO***,470420,370504
FLO-4C-L85-D-4K,***INACTIVO***,618403,487311
FLO-ES-35W-3K-BK,Luminaria de Exterior tipo Bolardo. Especial. LED 35W. 3.000ï½°K. 120/277V. Color,406508,327829
FLORENCIA-1C-200514,***INACTIVO***,280924,221429
FLORENCIA-1C-L22-3K,***INACTIVO***,505378,398151
FLORENCIA-1C-L23-3K,***INACTIVO***,357899,282185
FLORENCIA-1C-L25-4K,***INACTIVO***,343277,270504
FLORENCIA-1C-L30-3K,***INACTIVO***,335882,265042
FLORENCIA-1C-L30-4K,***INACTIVO***,358655,282605
FLORENCIA-1C-L35-3K,***INACTIVO***,348740,274874
FLORENCIA-1C-L35-4K,***INACTIVO***,347983,274454
FLORENCIA-2C-221514,***INACTIVO***,271008,213529
FLORENCIA-2C-DL50-4K,Luminaria de Exterior tipo Bolardo. LED 50W. 120-277V. 4.000ï½°K.,407731,328655
FLORENCIA-2C-L32-4K,***INACTIVO***,374286,295042
FLORENCIA-2C-L34-4K,***INACTIVO***,402857,317395
FLORENCIA-2C-L40-4K,***INACTIVO***,364454,287395
FLORENCIA-2C-L50-3K,Luminaria de Exterior tipo Bolardo. LED 50W. 120-277V. 3.000ï½°K.,403277,325210
FLORENCIA-2C-LED22-4,***INACTIVO***,369412,291092
FLORENCIA-3C-240514,***INACTIVO***,281849,222185
FLORENCIA-3C-L50-3K,***INACTIVO***,462185,372941
FLORENCIA-4C-260514,***INACTIVO***,326639,257395
FLORENCIA-4C-481024,***INACTIVO***,408571,322185
FLORENCIA-4C-482524,***INACTIVO***,350084,275966
FLORENCIA-4C-482535,***INACTIVO***,348908,274874
FLORENCIA-4C-L50-4K,***INACTIVO***,557311,439496
FLORENCIA-IC-331524,***INACTIVO***,286050,225462
FLP-B-2X58W,***INACTIVO***,328824,259076
FLUKE-323,Multimetro Pinza True RMS Clamp Meter,961597,757647
FLUX170,Luminaria LED Solar fotovoltaica tipo alumbrado pç‚»lico. 67W.4.000ï½°K.IP66. IK08.,12043529,9488824
FLUXLED-16W-6K,Regleta de LED de 16W. 120V. 6.000ï½°K.,76975,60672
FNCC-10,Diseîƒ« y suministro iluminacion calidad SERV. MANTENIMIENTO MAQUINARIA,579664,456723
FONDO-FUJI-1160,FONDO-FUJI-1160,30420,23950
FONDO-FUJI-14-1000,Fondo para 1/4 de FUJI 1000. Aluminio 0.9 mm.,30504,24034
FONDO-FUJI-14-2800,Fondo para 1/4 de FUJI 2800.,56555,44538
FONDO-FUJI-1875,FONDO-FUJI-1875,8908,7059
FONDO-FUJI-2800,FONDO-FUJI-2800,7395,5882
FONDO-FUJI-3655,FONDO-FUJI-3655,14202,11176
FONDO-FUJI-4030,FONDO-FUJI-4030,15546,12269
FONDO-FUJI-L-1120,Fondo para chasis de FUJI lineal de 1120mm de largo. Aluminio 0.9mm.,25294,19916
FONDO-SINAI-249,FONDO-SINAI-249,3866,3025
FONDO-SP-25X117,Fondo Especular de 25x117 cms.,18992,14958
FOTOMETRIA,Servicio de Fotometria,0,0
FP-24V,FUENTE DE PODER TIPO SMART WIFI PARA CINTA LED RGB+CCT RECEPTORA DE SE,328908,259160
FP-D,Face Plate doble (2),46134,36387
FR1500S,LECTORA HUELLAS SENSOR SILKID Y TARJETAS EM INTERFAZ RS485 CARCASA EN,634706,500084
FR15I,Vidrio FR15I Cristal.Vidrio FR15I Cristal,18487,14622
FRENO-14MM,Freno para cuerda 12.7-14mm.,471176,371261
FRM/LNS/CFF12-SSN4FT,Tapas con acrilicos para luminaria de 30X120 marca  Cooper.,0,0
FRM/LNS-CFF12,"Marco con Acrilico para Luminaria tipo ""Clean Room"".",362941,285966
FRR340D5F04,Panel de LED de 40W. 30x120 cms. 5.000ï½°K. LG.,592857,467059
FRS640D1-4K,Panel de LED de 40W. 60x60 cms. 4.000ï½°K. LG.,350000,275798
FRS640D1-5K,Panel de LED de 40W. 60x60 cms. 5.000ï½°K. LG.,597143,470504
FRS650D1-3K,Panel de LED de 50W. 60x60 cms. 3.000ï½°K. LG.,616387,485630
FRS650D1-4K,Panel de LED de 50W. 60x60 cms. 4.000ï½°K. LG.,350000,275798
FRS650D5-5K,Panel de LED de 50W. 60x60 cms. 5.000ï½°K. LG.,598151,471261
FS12V,Fuente Suichada 12VDC 3A.,44370,34958
FSP-24-64-40-CA08-IP,"Luminaria tipo ""Clean Room"" de 60x120. LED. 6.400 Lumenes. IP65. 120-2",2567731,2023025
FSP-24-L3C3-CA08-IP,"Luminaria tipo ""Clean Room"" de 60x120. LED. IP65. 120-277V.",2403866,1893950
FTL-3423/BA,Aplique de muro SPICA.,172941,136218
FTL-7355/N,FAROL SIENA COLOR NEGRO E27,121597,95798
FU32T8,Tubo fluorescente 32W. en U 841.,22521,17731
FU32T8-660,Tubo fluorescente 32W. en U.660.,16555,13109
FUENTE,Adaptador 120V AC/24V DC,32353,25546
FUENTE-24DC,Fuente de 24V. DC.,155630,122605
FUENTE-DSD-1000,Fuente Smart Drive DSD-1000.,3373109,2657563
FUENTE-DSD-2000,Fuente Smart Drive DSD-2000.,5047815,3977059
FUJI-021011570B,*** INACTIVO ***,858740,601261
FUJI-021011570W,*** INACTIVO ***,773193,541429
FUJI-041011570B,*** INACTIVO ***,1115462,780840
FUJI-041011570W,*** INACTIVO ***,1072605,750840
FUJI-091010370B,*** INACTIVO ***,2695798,1887059
FUJI-091010370W,*** INACTIVO ***,2612101,1828487
FUJI-091013870B,*** INACTIVO ***,2586471,1810504
FUJI-1000-1010173B,Luminaria Lineal Circular. LED. 50W. Remoto. 3.000ï½°K. 120-277V. Dia. 1000 mm. Co,1724790,1207311
FUJI-1000-1011773B,Luminaria Lineal Circular. LED. 50W. Remoto. 3.000ï½°K. 120-277V. Dia. 1000 mm. Co,1761903,1233332
FUJI-1000-1012173B,Luminaria Lineal Circular. LED. 40W. Remoto. 3.000ï½°K. DALI. Dia. 1000 mm. Color,1893061,1325142
FUJI-1000-1013773B,Luminaria Lineal Circular. LED. 50W. 3.000ï½°K. 120-277V. Dia. 1000 mm. Color Negr,1701765,1191345
FUJI-1000-1013773W,Luminaria Lineal Circular. LED. 50W. 3.000ï½°K. 120-277V. Dia. 1000 mm. Color Blan,1679160,1175462
FUJI-1000-1013774B,Luminaria Lineal Circular. LED. 50W. 4.000ï½°K. 120-277V. Dia. 1000 mm. Color Negr,1701765,1191345
FUJI-1000-1013774W,Luminaria Lineal Circular. LED. 50W. 4.000ï½°K. 120-277V. Dia. 1000 mm. Color Blan,1679160,1175462
FUJI-1000-1013775B,Luminaria Lineal Circular. LED. 50W. 5.000ï½°K. 120-277V. Dia. 1000 mm. Color Negr,1701765,1191345
FUJI-1000-1013775W,Luminaria Lineal Circular. LED. 50W. 5.000ï½°K. 120-277V. Dia. 1000 mm. Color Blan,1679160,1175462
FUJI-1000-1023773B,Luminaria Lineal Circular. LED. 100W. 3.000ï½°K. 120-277V. Dia. 1000 mm. Color Neg,1801261,1260756
FUJI-1000-1023773W,Luminaria Lineal Circular. LED. 100W. 3.000ï½°K. 120-277V. Dia. 1000 mm. Color Bla,1778571,1244790
FUJI-1000-1023774B,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1000 mm. Color Neg,1801261,1260756
FUJI-1000-1023774W,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1000 mm. Color Bla,1778571,1244790
FUJI-1000-1023775B,Luminaria Lineal Circular. LED. 100W. 5.000ï½°K. 120-277V. Dia. 1000 mm. Color Neg,1801261,1260756
FUJI-1000-1023775W,Luminaria Lineal Circular. LED. 100W. 5.000ï½°K. 120-277V. Dia. 1000 mm. Color Bla,1778571,1244790
FUJI-101010471B,*** INACTIVO ***,2270672,1589496
FUJI-101011758,*** INACTIVO ***,2302101,1611513
FUJI-101011774B,*** INACTIVO ***,2243866,1570756
FUJI-101011774W,*** INACTIVO ***,2286723,1600756
FUJI-101013770B,*** INACTIVO ***,2164622,1515210
FUJI-101013770W,*** INACTIVO ***,564118,395462
FUJI-101013771B,*** INACTIVO ***,2169580,1518740
FUJI-101013858B,*** INACTIVO ***,2306723,1614706
FUJI-101013870B,*** INACTIVO ***,2190672,1533529
FUJI-101013870W,*** INACTIVO ***,2163025,1514118
FUJI-101013973B,*** INACTIVO ***,2295294,1606723
FUJI-111013870B,*** INACTIVO ***,2886050,2020252
FUJI-1160-1000000B,Luminaria Lineal Circular. Sin parte electrica. Dia. 1160 mm. Color Negro.,1008067,705714
FUJI-1160-1010173B,Luminaria Lineal Circular. LED. 50W. 3.000ï½°K. 120-277V. Dia. 1160 mm. Color Negr,1913193,1339160
FUJI-1160-1010174B,Luminaria Lineal Circular. LED. 50W. 4.000ï½°K. 120-277V. Dia. 1160 mm. Color Negr,1913193,1339160
FUJI-1160-1010174W,Luminaria Lineal Circular. LED. 50W. 4.000ï½°K. 120-277V. Dia. 1160 mm. Color Blan,1884538,1319244
FUJI-1160-1011773W,Luminaria Lineal Circular. LED. 50W. 3.000ï½°K. 120-277V. Dia. 1160 mm. Color Blan,1864706,1305294
FUJI-1160-1011774B,Luminaria Lineal Circular. LED. 50W. 4.000ï½°K. 120-277V. Dia. 1160 mm.,1893361,1325378
FUJI-1160-1011774W,Luminaria Lineal Circular. LED. 50W. 4.000ï½°K. 120-277V. Dia. 1160 mm. Color Blan,1864706,1305294
FUJI-1160-1012173B,Luminaria Lineal Circular. LED. 40W. 3.000ï½°K. DALI. Dia. 1160 mm. Color Negro.,2089954,1462968
FUJI-1160-1020174B,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1160 mm. Color Neg,2073193,1451429
FUJI-1160-1021773B,Luminaria Lineal Circular. LED. 100W. 3.000ï½°K. 120-277V. Dia. 1160 mm. Color Neg,2033697,1423697
FUJI-1160-1021774B,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1160 mm.,2033361,1423445
FUJI-1160-1021774W,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1160 mm.,2002941,1402185
FUJI-1160-1034074W,Luminaria Lineal Circular. LED. 150W. 4.000ï½°K. DALI. Dia. 1160 mm. Color Blanco.,2096807,1467815
FUJI-1200-1010174B,Luminaria Lineal Circular. LED. 50W. 4.000ï½°K. 120-277V. Dia. 1200 mm. Color Negr,2099244,1469412
FUJI-1200-1010174W,Luminaria Lineal Circular. LED. 50W. 4.000ï½°K. 120-277V. Dia. 1200 mm. Color Blan,2063866,1444706
FUJI-1200-1010175B,Luminaria Lineal Circular. LED. 50W. 5.000ï½°K. 120-277V. Dia. 1200 mm. Color Negr,2099244,1469412
FUJI-1200-1011773B,Luminaria Lineal Circular. LED. 50W. 3.000ï½°K. 120-277V. Dia. 1200 mm. Color Negr,2079328,1455294
FUJI-121021773W,*** INACTIVO ***,3054454,2138151
FUJI-121023770B,*** INACTIVO ***,2957059,2069916
FUJI14-2800-1023870W,Luminaria Lineal 1/4 Circular. LED. 150W. 4.000ï½°K. 120-277V. Dia. 2800 mm. Color,1466723,1026723
FUJI-1500-1013274B,Luminaria Lineal Circular. LED. 50W. 4.000ï½°K. 120-277V. Dia. 1500 mm. Color Negr,2694538,1885798
FUJI-1500-1013974B,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1500 mm. Color Neg,2861777,2003244
FUJI-1500-1013975B,Luminaria Lineal Circular. LED. 100W. 5.000ï½°K. 120-277V. Dia. 1500 mm. Color Neg,2861777,2003244
FUJI-1500-1020173B,Luminaria Lineal Circular. LED. 100W. 3.000ï½°K. 120-277V. Dia. 1500 mm. Color Neg,2952437,2066723
FUJI-1500-1020174B,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1500 mm. Color Neg,2952437,2066723
FUJI-1500-1021773B,Luminaria Lineal Circular. LED. 100W. 3.000ï½°K. 120-277V. Dia. 1500 mm. Color Neg,2825378,1977731
FUJI-1500-1023274B,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1500 mm. Color Neg,2767059,1936807
FUJI-1500-1023774B,Luminaria Lineal Circular. LED. 112W. 4.000ï½°K. 120-277V. Dia. 1500 mm. Color Neg,2906756,2034729
FUJI-1500-1023775B,Luminaria Lineal Circular. LED. 112W. 5.000ï½°K. 120-277V. Dia. 1500 mm. Color Neg,2906756,2034729
FUJI-1500-1024574W,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1500 mm. Color Bla,2715714,1900840
FUJI-151021770B,*** INACTIVO ***,3452101,2416471
FUJI-1875-1020156B,Luminaria Lineal Circular. LED. 100W. 3.000ï½°K. 120-277V. Dia. 1875 mm. Color Neg,3211008,2247731
FUJI-1875-1020169B,Luminaria Lineal Circular. LED. 100W. 3.000ï½°K. 120-277V. Dia. 1875 mm. Color Neg,2946555,2062521
FUJI-1875-1020170B,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1875 mm. Color Neg,2947479,2063109
FUJI-1875-1020170W,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1875 mm. Color Bla,2904538,2033445
FUJI-1875-1021769B,Luminaria Lineal Circular. LED. 100W. 3.000ï½°K. 120-277V. Dia. 1875 mm.,2904706,2033529
FUJI-1875-1021770B,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1875 mm.,2907311,2035378
FUJI-1875-1021770W,Luminaria Lineal Circular. LED. 100W. 4.000ï½°K. 120-277V. Dia. 1875 mm.,2957815,2070168
FUJI-1875-1023870B,Luminaria Lineal Circular. LED. 150W. 4.000ï½°K. 120-277V. Dia. 1875 mm. Color Neg,2953782,2067899
FUJI-1875-1023971B,Luminaria Lineal Circular. LED. 200W. 5.000ï½°K. 120-277V. Dia. 1875 mm. Color Neg,3020336,2114370
FUJI-1875-1030170B,Luminaria Lineal Circular. LED. 150W. 4.000ï½°K. 120-277V. Dia. 1875 mm. Color Neg,3064118,2145126
FUJI-1875-1031770B,Luminaria Lineal Circular. LED. 150W. 4.000ï½°K. 120-277V. Dia. 1875 mm. Color Neg,3004538,2102941
FUJI-1875-1031770W,Luminaria Lineal Circular. LED. 150W. 4.000ï½°K. 120-277V. Dia. 1875 mm.,2957395,2069916
